DOM,CDOM,SettledMonth,SettledYear,SettledMonthYear,MortgageRate,SettledDay,OriginalPrice,List Price,SoldPrice,Financing,SaleType,TaxAnnualTotal,AcresTotal,HOA,HOAFeeNormalized,YearBuilt,Age,SqFt,Bedrooms,BathsFull,BathsHalf,BathsHalfConverted,Baths,Basement,GarageSpaces,Fireplace,central air,Waterfront,New Construction,AboveGradeSqFt,BelowGradeSqFt
1,1,3,2022,32022,4.67,10,235500,235500,235500,2,1,2614,0.37,0,0,1954,71,1362,2,1,0,0,1,1,0,0,1,0,0,962,400
0,0,2,2022,22022,3.92,28,355000,355000,355000,2,1,3059,0.49,0,0,1955,70,1558,4,1,1,0.5,1.5,1,2,1,1,0,0,1558,0
3,3,5,2022,52022,5.1,12,79999,79999,87000,2,1,0,0,0,0,2017,8,1344,3,2,0,0,2,0,0,0,1,0,0,1344,0
7,7,4,2022,42022,5.1,15,501700,550700,525000,2,1,6289,0.18,1,720,2020,5,3407,4,3,1,0.5,3.5,1,2,0,1,0,0,2532,875
3,3,4,2022,42022,5.1,13,399900,399900,421750,3,1,2823,0.78,0,0,1962,63,1456,3,3,0,0,3,1,1,0,1,0,0,1456,0
5,5,4,2022,42022,5.1,13,329900,329900,346500,2,1,2796,0.04,1,1020,2016,9,2280,3,2,2,1,3,0,1,0,1,0,0,1520,760
2,2,5,2022,52022,5.1,2,355000,355000,375000,2,1,2954,0.06,1,1020,2006,19,2522,4,2,1,0.5,2.5,1,2,1,1,0,0,1922,600
6,6,5,2022,52022,5.1,25,275000,275000,299000,4,1,3385,0.18,0,0,1984,41,1780,4,2,0,0,2,1,0,1,1,0,0,1020,760
4,4,3,2022,32022,4.67,31,339950,339950,340000,3,1,2927,0.05,1,873.6,2015,10,2100,3,2,1,0.5,2.5,0,1,0,1,0,0,1600,500
8,8,4,2022,42022,5.1,4,160000,160000,162000,5,1,1896,0.12,0,0,1951,74,1208,3,2,0,0,2,1,0,0,0,0,0,1208,0
9,9,4,2022,42022,5.1,15,319999,319999,319000,3,1,2651,0.52,0,0,1967,58,2008,3,1,1,0.5,1.5,1,2,1,1,0,0,1414,594
5,5,4,2022,42022,5.1,4,169900,169900,185000,2,1,1767,0.13,0,0,1941,84,924,3,2,0,0,2,0,0,0,1,0,0,924,0
4,4,3,2022,32022,4.67,29,210000,210000,233000,4,1,2704,0.2,0,0,1952,73,1056,3,1,0,0,1,1,2,0,1,0,0,1056,0
20,20,4,2022,42022,5.1,20,250000,250000,250000,3,1,2919,0.2,0,0,1985,40,1496,3,1,1,0.5,1.5,0,0,1,1,0,0,1496,0
1,1,3,2022,32022,4.67,29,250000,250000,255000,2,1,2194,0,1,1068,2007,18,1320,3,2,2,1,3,1,0,0,1,0,0,1320,0
6,6,5,2022,52022,5.1,3,259900,259900,272000,3,1,3268,0.06,1,564,2003,22,2358,3,3,1,0.5,3.5,1,0,0,1,0,0,1772,586
18,18,5,2022,52022,5.1,2,215000,215000,242000,2,1,2021,0.04,1,680,2003,22,1836,3,2,1,0.5,2.5,1,0,0,1,0,0,1336,500
6,6,4,2022,42022,5.1,14,249999,249999,256000,4,1,2616,0.29,0,0,1955,70,1618,3,1,0,0,1,1,0,0,1,0,0,1618,0
1,1,3,2022,32022,4.67,28,214000,214000,219000,2,1,2497,0.14,0,0,1940,85,1246,2,1,0,0,1,1,0,0,1,0,0,946,300
2,2,3,2022,32022,4.67,29,475000,475000,475000,2,1,5916,0.48,1,0,2006,19,3644,5,3,1,0.5,3.5,1,2,1,1,0,0,2794,850
8,8,3,2022,32022,4.67,28,299000,299000,310000,2,1,2789,0.21,0,0,1959,66,1362,3,1,1,0.5,1.5,1,0,0,1,0,0,962,400
23,23,4,2022,42022,5.1,25,543900,535000,535000,4,1,4568,0.14,1,1500,2020,5,2459,3,2,2,1,3,1,2,0,1,0,0,2459,0
3,3,3,2022,32022,4.67,7,119900,119900,122725,1,1,1413,0.11,0,0,1941,84,840,3,2,0,0,2,0,0,0,1,0,0,840,0
4,4,3,2022,32022,4.67,25,300000,300000,325000,2,1,2460,0.05,1,1020,2007,18,2011,3,2,2,1,3,0,1,1,1,0,0,1536,475
4,4,3,2022,32022,4.67,18,320000,320000,323000,2,1,2583,0.04,1,960,2012,13,1970,3,2,1,0.5,2.5,1,1,0,1,0,0,1520,450
6,6,4,2022,42022,5.1,22,515000,515000,515000,3,1,5679,0.23,1,500,2013,12,2516,4,2,1,0.5,2.5,1,2,1,1,0,0,2516,0
5,5,4,2022,42022,5.1,4,139900,139900,146000,1,1,1300,0.52,0,0,1965,60,1000,2,1,0,0,1,0,0,0,1,0,0,1000,0
6,6,3,2022,32022,4.67,22,275000,310000,310101,2,1,2608,1,0,0,1970,55,1319,3,2,0,0,2,1,0,1,1,0,0,1319,0
5,5,3,2022,32022,4.67,25,529900,529900,555000,3,1,5669,0.34,1,0,2005,20,4388,4,3,1,0.5,3.5,1,0,1,1,0,0,3088,1300
3,3,3,2022,32022,4.67,25,269900,269900,280000,2,1,3307,0.22,0,0,1977,48,1672,3,1,1,0.5,1.5,0,0,0,1,0,0,1672,0
4,4,3,2022,32022,4.67,17,299900,299900,315000,4,1,2985,0.3,0,0,1982,43,1772,3,1,1,0.5,1.5,0,0,0,1,0,0,1772,0
3,3,3,2022,32022,4.67,3,144900,144900,145100,1,1,2323,0.7,0,0,1900,125,1626,3,2,0,0,2,1,0,0,0,0,0,1626,0
4,4,3,2022,32022,4.67,25,285000,285000,318500,5,1,2784,0.22,0,0,1960,65,1692,4,1,1,0.5,1.5,1,0,1,1,0,0,1692,0
4,4,3,2022,32022,4.67,1,275000,275000,275000,2,1,2138,0.07,1,960,2008,17,1680,2,2,1,0.5,2.5,1,0,0,1,0,0,1280,400
0,0,1,2022,12022,3.55,31,180000,180000,180000,3,1,1653,0.14,0,0,1941,84,1068,4,2,0,0,2,0,0,0,1,0,0,1068,0
3,9,3,2022,32022,4.67,9,364900,364900,381000,3,1,3220,0.06,1,873.6,2013,12,2524,3,2,1,0.5,2.5,1,2,1,1,0,0,1924,600
6,6,3,2022,32022,4.67,21,440000,440000,440000,2,1,4968,0.4,1,132,1995,30,2797,4,2,1,0.5,2.5,1,2,1,1,0,0,1997,800
5,5,3,2022,32022,4.67,23,350000,350000,351000,4,1,2882,0.05,1,888,2019,6,2036,3,2,2,1,3,1,1,0,1,0,0,1616,420
3,3,2,2022,22022,3.92,22,225000,230000,230000,2,1,2154,0.04,1,620.04,2003,22,1864,3,2,1,0.5,2.5,1,0,0,1,0,0,1464,400
7,7,3,2022,32022,4.67,4,449900,449900,471000,2,1,4037,0.19,1,873.6,2020,5,2404,4,2,1,0.5,2.5,1,2,0,1,0,0,2404,0
10,10,3,2022,32022,4.67,25,275000,275000,265000,2,1,2118,0.17,0,0,1990,35,1480,3,2,0,0,2,1,0,0,1,0,0,960,520
7,7,3,2022,32022,4.67,22,269900,269900,280000,3,1,2259,0.17,0,0,1989,36,1832,3,2,0,0,2,1,0,0,1,0,0,1232,600
6,6,2,2022,22022,3.92,28,260000,260000,262500,2,1,2873,0.13,1,880,1997,28,1544,3,3,1,0.5,3.5,1,1,0,1,0,0,1544,0
5,5,3,2022,32022,4.67,8,225000,225000,240000,1,1,2330,0.06,1,516,2008,17,2030,4,2,1,0.5,2.5,1,0,0,1,0,0,1480,550
4,4,3,2022,32022,4.67,10,389900,410000,410000,4,1,4318,0.39,0,0,1991,34,2528,3,2,1,0.5,2.5,1,2,0,1,0,0,1928,600
9,9,2,2022,22022,3.92,28,185000,185000,185000,2,1,1657,0.12,0,0,1951,74,702,2,1,0,0,1,0,2,0,1,0,0,702,0
2,2,2,2022,22022,3.92,25,499900,531000,530691,2,1,4395,0.18,1,876,2019,6,2873,4,3,1,0.5,3.5,1,2,0,1,0,0,2873,0
13,34,3,2022,32022,4.67,11,355000,349000,360000,3,1,2334,0.54,0,0,1966,59,1392,3,2,0,0,2,0,1,0,1,0,0,1392,0
8,8,2,2022,22022,3.92,28,250000,250000,255000,2,1,2341,0.82,0,0,1939,86,1264,2,1,0,0,1,1,1,1,1,0,0,1264,0
4,4,2,2022,22022,3.92,14,209900,209900,225000,4,1,2373,0.06,1,564,1997,28,1160,3,1,2,1,2,1,0,0,1,0,0,1160,0
15,15,2,2022,22022,3.92,11,220000,220000,225000,1,1,1589,0.13,0,0,2006,19,1408,3,1,1,0.5,1.5,0,0,0,1,0,0,1408,0
1,1,3,2022,32022,4.67,4,399900,399900,415000,2,1,3650,0.1,1,876,2020,5,2612,5,4,1,0.5,4.5,1,2,0,1,0,0,1812,800
9,9,2,2022,22022,3.92,28,230000,230000,245000,2,1,2094,0.23,0,0,1917,108,1200,4,2,0,0,2,1,0,0,1,0,0,1200,0
16,16,3,2022,32022,4.67,28,399900,350000,350000,3,1,3650,0,0,0,1956,69,1621,3,2,0,0,2,1,1,1,1,0,0,1621,0
8,8,2,2022,22022,3.92,25,284000,284000,290000,2,1,3291,0,0,0,2007,18,1682,2,2,0,0,2,0,0,1,1,0,0,1682,0
5,5,2,2022,22022,3.92,24,364900,364900,381000,2,1,3217,0.07,1,948,2014,11,2524,4,3,1,0.5,3.5,1,2,0,1,0,0,1924,600
10,10,4,2022,42022,5.1,29,295000,305000,305000,2,1,2364,0,0,0,2005,20,2564,3,2,1,0.5,2.5,0,1,0,1,0,0,2564,0
6,6,3,2022,32022,4.67,2,317000,335000,335000,2,1,3113,0.78,0,0,1968,57,2398,3,3,0,0,3,0,0,0,1,0,0,2398,0
3,3,2,2022,22022,3.92,18,249900,249900,249901,2,1,2009,0.04,1,680,2003,22,1720,3,2,1,0.5,2.5,1,0,0,1,0,0,1320,400
43,43,3,2022,32022,4.67,25,325000,325000,335000,3,1,2611,0.59,0,0,1920,105,1832,4,3,2,1,4,1,1,1,1,0,0,1832,0
7,7,3,2022,32022,4.67,2,229900,229900,234000,3,1,2703,0.25,0,0,1950,75,1538,3,2,0,0,2,1,0,1,1,0,0,1188,350
24,24,3,2022,32022,4.67,26,269999,255000,260000,3,1,1634,0.26,0,0,1966,59,1352,3,1,1,0.5,1.5,0,0,0,1,0,0,1352,0
8,8,2,2022,22022,3.92,28,169900,169900,164000,2,1,680.69,0.11,0,0,1941,84,840,3,2,0,0,2,0,0,0,1,0,0,840,0
12,12,2,2022,22022,3.92,15,379900,379900,370000,2,1,3958,1.09,0,0,1959,66,1951,3,2,0,0,2,1,2,1,1,0,0,1951,0
9,9,3,2022,32022,4.67,25,225000,225000,215500,2,2,2162,0.06,1,516,2007,18,1684,3,2,1,0.5,2.5,1,0,0,0,0,0,1334,350
0,0,8,2021,82021,2.87,18,285000,285000,285000,2,1,2343,0.37,0,0,1998,27,2120,3,2,0,0,2,1,2,0,1,0,0,1120,1000
24,24,3,2022,32022,4.67,18,259900,259000,245000,2,1,2257,0.28,0,0,1930,95,1408,3,1,1,0.5,1.5,0,0,0,0,0,0,1408,0
15,15,2,2022,22022,3.92,8,211000,211000,216300,2,2,2127,0.04,1,620,2002,23,2000,3,2,1,0.5,2.5,1,0,0,1,0,0,1400,600
9,9,2,2022,22022,3.92,1,299999,299999,299999,1,1,2702,0.17,0,0,1952,73,2147,3,2,0,0,2,1,0,1,1,0,0,1647,500
7,7,2,2022,22022,3.92,16,225000,225000,221500,3,1,2103,0.06,1,508.2,2007,18,1960,3,1,1,0.5,1.5,1,0,0,1,0,0,1960,0
33,33,3,2022,32022,4.67,23,290000,285000,275000,3,1,2182,0.04,1,1020,2008,17,1898,3,3,1,0.5,3.5,1,0,0,1,0,0,1348,550
3,3,1,2022,12022,3.55,27,259900,259900,265700,3,1,2557,0.19,0,0,1983,42,1349,3,2,0,0,2,0,0,0,1,0,0,1349,0
13,13,2,2022,22022,3.92,25,214900,240000,240000,2,1,2153,1.66,0,0,1962,63,1188,3,2,0,0,2,1,0,0,1,0,0,1188,0
135,135,5,2022,52022,5.1,27,579999,569999,554000,4,1,787,0.41,0,0,2021,4,2340,4,2,1,0.5,2.5,1,2,1,1,0,1,2340,0
6,6,1,2022,12022,3.55,21,370000,370000,376500,2,1,2889,0.75,0,0,1969,56,2080,4,2,1,0.5,2.5,1,2,0,1,0,0,2080,0
5,5,2,2022,22022,3.92,14,204900,204900,198000,2,1,2118,0.09,0,0,1981,44,1760,3,1,1,0.5,1.5,1,0,0,1,0,0,1360,400
5,5,2,2022,22022,3.92,8,129900,150000,152000,5,1,1566,0.14,0,0,1941,84,924,3,2,0,0,2,0,0,0,1,0,0,924,0
3,3,12,2021,122021,3.11,30,650000,650000,667000,2,1,6407,4.62,0,0,1993,32,3904,4,3,1,0.5,3.5,1,3,1,1,0,0,3904,0
5,5,1,2022,12022,3.55,7,275000,275000,280000,2,1,2353,0.06,1,620,2004,21,2084,3,2,1,0.5,2.5,1,0,0,1,0,0,1584,500
7,27,1,2022,12022,3.55,19,334000,334000,332000,3,1,2542,0.06,1,876,2020,5,1916,4,3,1,0.5,3.5,0,0,0,1,0,0,1916,0
83,346,4,2023,42023,6.28,18,335000,375000,375000,5,1,4938,0.46,0,0,1978,47,3102,4,2,1,0.5,2.5,1,2,1,1,0,0,3102,0
4,4,1,2022,12022,3.55,7,525000,525000,552000,2,1,6832,0.18,1,500,2016,9,4209,4,3,1,0.5,3.5,1,2,0,1,0,0,3144,1065
16,16,1,2022,12022,3.55,21,380000,499950,499950,2,1,4269,0.8,0,0,1998,27,3948,4,4,0,0,4,1,2,1,1,0,0,2998,950
3,3,1,2022,12022,3.55,10,459000,459000,475000,3,1,3242,0.17,1,380,2004,21,3032,5,3,1,0.5,3.5,1,2,1,1,0,0,2732,300
12,12,2,2022,22022,3.92,9,219900,219900,220000,2,1,1662,0.23,0,0,1935,90,942,3,1,0,0,1,0,0,0,1,0,0,942,0
13,13,1,2022,12022,3.55,28,299000,299000,305000,2,1,2500,0.1,1,1020,2009,16,1860,3,3,1,0.5,3.5,0,2,1,1,0,0,1560,300
26,26,1,2022,12022,3.55,31,259900,259900,259900,2,1,2066,0.04,1,996,2006,19,1740,3,3,1,0.5,3.5,1,0,1,1,0,0,1660,80
19,19,1,2022,12022,3.55,20,189900,189900,175000,2,1,1667,0.19,0,0,1952,73,792,2,1,0,0,1,0,1,0,1,0,0,792,0
12,12,3,2022,32022,4.67,23,235000,242900,252000,2,1,2131,0.2,0,0,1955,70,1675,3,2,0,0,2,1,1,0,1,0,0,875,800
6,6,12,2021,122021,3.11,15,249900,249900,275000,2,1,2460,0.55,0,0,1910,115,1368,3,2,0,0,2,1,0,0,0,0,0,1368,0
28,28,1,2022,12022,3.55,27,570000,585000,585000,4,1,2892,2,0,0,1890,135,3663,5,3,1,0.5,3.5,1,2,1,0,0,0,3663,0
31,31,1,2022,12022,3.55,31,220000,195900,196050,2,1,2216,0.26,0,0,1951,74,1344,4,1,0,0,1,1,0,0,1,0,0,1344,0
4,4,12,2021,122021,3.11,29,234900,234900,265000,3,1,2888,0.58,0,0,2006,19,1240,3,2,0,0,2,1,0,1,1,0,0,1240,0
36,36,1,2022,12022,3.55,21,269500,259500,270000,3,1,1721,0.41,0,0,1925,100,1364,3,1,0,0,1,1,0,0,1,0,0,1364,0
6,6,1,2022,12022,3.55,6,399908,399908,380000,2,1,3242,0.07,1,873.6,2014,11,2524,5,3,1,0.5,3.5,1,2,0,1,0,0,1924,600
4,4,12,2021,122021,3.11,22,345000,345000,350000,2,1,2469.56,0.46,0,0,1965,60,2766,3,3,0,0,3,1,1,1,1,0,0,1566,1200
2,2,1,2022,12022,3.55,10,269900,269900,280000,4,1,3273,0.23,0,0,1932,93,1954,4,2,0,0,2,0,0,0,1,0,0,1954,0
1,1,12,2021,122021,3.11,13,171000,171000,171000,3,1,1727,0.1,1,0,1998,27,1120,3,1,1,0.5,1.5,0,0,0,1,0,0,1120,0
6,6,12,2021,122021,3.11,28,285000,320000,320000,4,1,2763,0.16,0,0,1987,38,2362,3,1,1,0.5,1.5,1,0,1,1,0,0,1532,830
15,15,12,2021,122021,3.11,30,290000,290000,290000,4,1,2338,0,0,0,2004,21,2546,3,2,1,0.5,2.5,0,1,0,1,0,0,2546,0
33,33,1,2022,12022,3.55,21,285000,280000,280000,3,1,2420,0.33,0,0,1954,71,1603,3,1,0,0,1,1,0,1,1,0,0,962,641
5,5,12,2021,122021,3.11,29,195000,195000,190000,3,1,1511,0,1,840,2008,17,1510,2,2,0,0,2,0,0,0,1,0,0,1510,0
13,13,1,2022,12022,3.55,6,275000,269999,268000,2,1,2735,0.22,0,0,1954,71,1654,3,2,0,0,2,1,1,1,1,0,0,1154,500
8,8,2,2022,22022,3.92,7,459900,459900,472000,1,1,3242,0.16,1,380,2005,20,3722,6,3,1,0.5,3.5,1,2,1,1,0,0,2760,962
4,4,12,2021,122021,3.11,3,179900,179900,185000,1,1,2257,0.21,0,0,1971,54,992,3,1,0,0,1,0,0,0,1,0,0,992,0
8,8,1,2022,12022,3.55,6,470000,494000,494000,2,1,5889,0.18,1,500,2015,10,2823,4,2,1,0.5,2.5,1,2,1,1,0,0,2823,0
15,15,1,2022,12022,3.55,7,325000,325000,290000,5,1,3339,8,0,0,1950,75,2200,3,1,0,0,1,1,0,0,0,0,0,2200,0
12,12,1,2022,12022,3.55,7,345000,345000,345000,3,1,2774,0.05,1,873.6,2020,5,2012,3,2,2,1,3,1,1,0,1,0,0,1552,460
2,2,12,2021,122021,3.11,27,229000,229000,239000,3,1,2025,0.17,0,0,1970,55,1496,3,2,1,0.5,2.5,0,0,0,1,0,0,1496,0
14,14,1,2022,12022,3.55,13,189000,189000,169000,5,1,1461,0.1,0,0,1917,108,768,2,2,0,0,2,1,0,0,1,0,0,768,0
14,14,1,2022,12022,3.55,13,179000,179000,162000,5,1,1454,0.04,0,0,1917,108,700,2,2,0,0,2,1,0,0,1,0,0,700,0
14,14,1,2022,12022,3.55,13,189000,189000,169000,5,1,1461,0.11,0,0,1917,108,895,2,2,0,0,2,1,0,0,1,0,0,750,145
16,16,1,2022,12022,3.55,24,175000,175000,170000,3,1,1653,0.14,0,0,1941,84,1068,4,2,0,0,2,0,0,0,1,0,0,1068,0
13,13,12,2021,122021,3.11,16,129000,129000,115000,1,1,1881,0.42,0,0,1950,75,1488,3,1,1,0.5,1.5,0,0,0,0,0,0,1488,0
7,7,12,2021,122021,3.11,17,334900,334900,320000,2,1,2837,0,0,0,2005,20,2928,3,2,1,0.5,2.5,1,2,1,1,0,0,2428,500
4,4,12,2021,122021,3.11,13,675000,675000,685000,4,1,5667,2.14,0,0,1998,27,4379,5,4,1,0.5,4.5,1,3,1,1,0,0,3709,670
5,5,12,2021,122021,3.11,14,135000,135000,136000,3,1,1393,0.12,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
4,4,12,2021,122021,3.11,30,295000,295000,318601,2,1,2515,0.07,1,1020,2012,13,1920,3,3,1,0.5,3.5,1,2,0,1,0,0,1560,360
16,16,12,2021,122021,3.11,22,149900,134900,70000,1,1,2420,0.15,0,0,1952,73,1344,3,1,1,0.5,1.5,0,0,1,0,0,0,1344,0
3,3,12,2021,122021,3.11,6,205000,205000,216000,1,1,2382,0.06,1,516,1998,27,1160,3,3,1,0.5,3.5,1,0,0,1,0,0,1160,0
7,7,12,2021,122021,3.11,9,299900,325000,325000,3,1,3620,0.45,0,0,1959,66,2206,5,2,0,0,2,1,0,1,1,0,0,1206,1000
7,20,12,2021,122021,3.11,15,205000,205000,215000,3,1,2315,0.2,0,0,1950,75,1154,4,2,0,0,2,0,0,0,1,0,0,1154,0
4,4,12,2021,122021,3.11,10,349900,349900,360000,3,1,3198,0.09,1,960,2015,10,2425,3,2,1,0.5,2.5,1,2,0,1,0,0,1920,505
5,5,11,2021,112021,3.09,29,275000,275000,265000,3,1,2477,0.05,1,620,2000,25,2096,3,2,1,0.5,2.5,1,0,1,1,0,0,1776,320
12,12,12,2021,122021,3.11,22,159900,159900,155000,4,1,1301,0.15,0,0,1941,84,672,2,1,0,0,1,0,0,0,1,0,0,672,0
19,19,1,2022,12022,3.55,18,225000,225000,225000,3,1,2564,0.24,0,0,1959,66,1618,4,1,0,0,1,0,0,0,1,0,0,1618,0
3,3,12,2021,122021,3.11,9,338500,338500,340000,4,1,2873,0.05,1,873.6,2019,6,2020,3,2,2,1,3,0,1,0,1,0,0,1600,420
11,11,12,2021,122021,3.11,7,280000,280000,300000,1,1,2193,0.32,0,0,1880,145,1944,3,2,0,0,2,1,0,0,1,0,0,1392,552
10,10,12,2021,122021,3.11,30,249900,249900,250000,2,1,2189,0.04,1,500,2003,22,1904,3,2,1,0.5,2.5,1,0,0,1,0,0,1464,440
78,78,2,2022,22022,3.92,11,279900,269900,270000,3,1,2710,0.29,0,0,1960,65,1612,3,1,1,0.5,1.5,1,0,1,1,0,0,1612,0
6,6,12,2021,122021,3.11,22,185000,185000,185000,3,1,2287,0.2,0,0,1950,75,864,2,2,0,0,2,0,0,0,1,0,0,864,0
18,18,12,2021,122021,3.11,21,350000,350000,375000,2,1,2349,0.46,0,0,1963,62,1788,4,2,1,0.5,2.5,1,0,1,1,0,0,1238,550
23,23,1,2022,12022,3.55,12,249900,239900,235000,3,1,2062,0.21,0,0,1950,75,1008,3,1,0,0,1,0,2,0,1,0,0,1008,0
16,16,12,2021,122021,3.11,22,290000,290000,287500,3,1,3299,0.2,0,0,1989,36,1540,3,2,1,0.5,2.5,1,0,0,1,0,0,1540,0
8,8,12,2021,122021,3.11,1,189990,189990,185000,2,1,1514,0.23,0,0,1941,84,924,3,2,0,0,2,0,0,0,1,0,0,924,0
2,2,11,2021,112021,3.09,18,209990,216000,206000,3,1,1867,0.05,0,0,1974,51,1240,4,2,1,0.5,2.5,1,0,0,1,0,0,1240,0
4,4,12,2021,122021,3.11,10,275000,275000,300000,2,1,3092,0.46,1,200,1999,26,2110,6,3,0,0,3,1,2,1,1,0,0,1559,551
26,26,12,2021,122021,3.11,22,300000,275000,275000,3,1,3222,0.19,0,0,1978,47,1500,3,2,1,0.5,2.5,1,0,1,1,0,0,1500,0
39,39,12,2021,122021,3.11,31,300000,290900,268000,2,1,2331,0.06,1,996,2003,22,2200,3,2,2,1,3,1,0,0,1,0,0,1600,600
5,5,11,2021,112021,3.09,22,510000,510000,520000,3,1,7040,0.19,1,500,2016,9,4489,4,3,1,0.5,3.5,1,2,0,1,0,0,3304,1185
1,1,10,2021,102021,3.14,29,143000,143000,143000,1,1,2694.15,0.28,0,0,1900,125,1100,3,1,1,0.5,1.5,0,0,0,0,0,0,1100,0
4,4,11,2021,112021,3.09,30,255000,255000,260000,1,1,2973,0.25,0,0,1952,73,1625,3,2,0,0,2,1,2,0,1,0,0,875,750
4,4,11,2021,112021,3.09,18,265000,265000,265000,1,1,2238,0.04,1,876,2011,14,1540,3,2,2,1,3,1,0,0,1,0,0,1240,300
12,12,12,2021,122021,3.11,29,195000,195000,195000,4,1,2116,0.12,0,0,1961,64,1224,3,1,0,0,1,0,0,0,1,0,0,1224,0
2,2,12,2021,122021,3.11,9,340000,340000,350000,4,1,3669,0.46,0,0,1970,55,1700,4,2,0,0,2,0,0,0,1,0,0,1700,0
4,4,11,2021,112021,3.09,17,229900,229900,255000,3,1,1904,0.19,0,0,1917,108,1056,4,2,1,0.5,2.5,1,1,0,1,0,0,1056,0
9,9,12,2021,122021,3.11,3,279900,284900,284900,4,1,2901,0.13,0,0,1986,39,2392,4,2,0,0,2,1,0,0,1,0,0,1532,860
7,7,11,2021,112021,3.09,23,349990,349990,373000,2,1,2912,0.1,1,960,2010,15,2186,3,2,1,0.5,2.5,1,2,0,1,0,0,2186,0
3,3,11,2021,112021,3.09,12,533540,533540,533540,2,1,1,0.17,1,876,2021,4,4078,5,4,1,0.5,4.5,1,2,0,1,0,1,4078,0
12,12,11,2021,112021,3.09,24,510000,520000,520000,3,1,4796,0.21,1,840,2015,10,3651,7,4,0,0,4,1,2,1,1,0,0,2726,925
24,24,1,2022,12022,3.55,14,350000,355000,356000,3,1,3055,0.06,1,960,2012,13,2674,3,2,2,1,3,1,2,0,1,0,0,2049,625
7,7,12,2021,122021,3.11,6,484000,484000,485000,2,1,4726,0.24,1,840,2015,10,3889,4,2,1,0.5,2.5,1,2,1,1,0,0,2834,1055
67,67,3,2022,32022,4.67,7,620000,539000,529000,2,1,4350,0.33,1,360,2001,24,1959,5,2,1,0.5,2.5,0,2,1,1,1,0,1559,400
5,5,11,2021,112021,3.09,12,159900,159900,170000,3,1,1504,0.15,0,0,1941,84,912,3,2,0,0,2,0,2,0,1,0,0,912,0
14,14,12,2021,122021,3.11,3,189900,184500,184500,4,1,1511,0,1,840,2007,18,1372,2,2,0,0,2,0,0,0,1,0,0,1372,0
6,6,11,2021,112021,3.09,18,339900,339900,340000,1,1,2962,0.05,1,876,2019,6,2020,4,3,1,0.5,3.5,0,1,0,1,0,0,1600,420
15,15,12,2021,122021,3.11,10,225000,235000,237000,2,1,3508,0.18,0,0,1988,37,1782,4,2,0,0,2,1,0,0,1,0,0,1182,600
10,10,11,2021,112021,3.09,24,239900,234900,233600,2,1,1811,0.04,1,960,2006,19,1182,3,2,2,1,3,1,0,1,1,0,0,1182,0
4,4,11,2021,112021,3.09,19,150000,150000,160000,2,1,2022,0.24,0,0,1957,68,875,3,1,0,0,1,0,0,0,1,0,0,875,0
8,8,11,2021,112021,3.09,12,299900,310000,310000,4,1,1678,0.34,0,0,1950,75,1414,3,2,0,0,2,1,1,1,1,0,0,1414,0
9,9,11,2021,112021,3.09,22,305000,305000,306000,2,1,2674,0.08,1,960,2012,13,1850,3,2,1,0.5,2.5,0,1,1,1,0,0,1400,450
8,8,1,2022,12022,3.55,14,194500,180000,180000,2,1,1511,0,1,840,2008,17,1514,2,2,0,0,2,0,0,0,1,0,0,1514,0
8,8,11,2021,112021,3.09,19,255000,265000,265000,3,1,2069,0.04,1,960,2006,19,1560,3,3,1,0.5,3.5,1,0,1,1,0,0,1160,400
22,48,11,2021,112021,3.09,24,575000,575000,548000,3,1,7372,0.24,1,500,2016,9,4489,4,3,1,0.5,3.5,1,2,1,1,0,0,3304,1185
2,2,10,2021,102021,3.14,27,325000,325000,325000,2,1,3121,0.46,0,0,1965,60,1242,4,3,0,0,3,1,1,0,1,0,0,1242,0
39,39,11,2021,112021,3.09,30,150000,130000,130000,1,1,1741,0.11,0,0,1970,55,816,3,1,0,0,1,0,0,0,1,0,0,816,0
34,43,11,2021,112021,3.09,30,379900,359900,359900,4,1,2552,1.86,0,0,1925,100,1850,3,1,2,1,2,1,1,1,1,0,0,1300,550
6,6,11,2021,112021,3.09,18,300000,300000,325000,5,1,3582,0.37,0,0,1963,62,2090,5,2,1,0.5,2.5,1,1,0,1,0,0,2090,0
3,3,11,2021,112021,3.09,19,289000,289000,289000,2,1,2424,0.05,1,960,2007,18,1936,3,2,1,0.5,2.5,0,1,1,1,0,0,1536,400
9,9,10,2021,102021,3.14,29,574770,574770,580518,2,1,647,0.23,1,876,2020,5,4647,6,4,1,0.5,4.5,1,2,0,1,0,0,3702,945
3,3,11,2021,112021,3.09,17,300000,300000,301750,3,1,2386,1.79,0,0,1965,60,920,3,1,0,0,1,1,2,0,0,0,0,920,0
3,3,11,2021,112021,3.09,5,439900,439900,450000,3,1,3908,0.28,1,230,2005,20,4280,4,2,1,0.5,2.5,1,2,0,1,0,0,3280,1000
5,5,11,2021,112021,3.09,3,185000,185000,185000,2,1,2211,0.06,0,0,1981,44,1650,3,1,1,0.5,1.5,1,0,0,1,0,0,1320,330
7,7,10,2021,102021,3.14,27,210000,215000,215000,2,1,2264,0.17,0,0,1953,72,1643,4,2,0,0,2,1,0,1,1,0,0,1118,525
3,3,10,2021,102021,3.14,22,350000,350000,360000,1,1,2836,0.07,1,873.6,2011,14,1866,3,3,1,0.5,3.5,1,2,1,1,0,0,1866,0
